,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,corr_iqr_outlier
8046055,175,2023-04-01 09:52:41+00:00,51.1906919,5.1149542,22.0,20.0,210.0,269.0,784.0,798.0,82.0,82.0,82.0,82.0,59.0,False
17251365,155,2023-03-02 00:57:00+00:00,50.8545171,3.6053741,6.0,5.0,372.0,386.0,802.0,806.0,53.0,52.0,44.0,43.0,60.0,False
3787749,116,2023-04-19 10:40:08+00:00,51.0134153,3.7804549,25.0,23.0,0.0,13.0,0.0,0.0,23.0,21.0,24.0,20.0,54.0,True
13320690,175,2023-07-14 08:08:58+00:00,51.2159712,4.4214411,28.0,25.0,224.0,279.0,801.0,803.0,82.0,82.0,82.0,80.0,64.0,False
4622360,175,2023-05-05 12:40:26+00:00,51.1643675,4.7285265,36.0,27.0,403.0,465.0,1846.0,1794.0,82.0,85.0,84.0,84.0,61.0,True
15051487,155,2023-06-05 13:01:42+00:00,50.9495026,4.0270773,28.0,33.0,313.0,345.0,800.0,797.0,61.0,60.0,58.0,56.0,9.0,False
1654433,116,2023-03-22 16:37:42+00:00,51.1175595,3.6811448,41.0,37.0,186.0,162.0,799.0,798.0,87.0,88.0,87.0,86.0,56.0,False
14934329,116,2023-02-23 06:10:52+00:00,51.0355468,3.711147,25.0,32.0,200.0,165.0,797.0,801.0,78.0,77.0,82.0,82.0,2.0,False
2184086,155,2023-07-19 20:40:42+00:00,50.8694256,3.8148381,37.0,36.0,172.0,193.0,796.0,799.0,87.0,87.0,86.0,89.0,57.0,False
5654515,155,2023-06-06 03:21:10+00:00,50.8069702,3.9570803,32.0,33.0,393.0,417.0,1908.0,1915.0,81.0,82.0,81.0,83.0,63.0,True
5687656,116,2023-07-19 01:24:13+00:00,51.015472,3.7747887,30.0,32.0,227.0,179.0,798.0,804.0,79.0,77.0,79.0,77.0,8.0,False
7588186,175,2023-06-05 06:45:26+00:00,51.034069,5.3261744,32.0,56.0,196.0,234.0,803.0,800.0,81.0,86.0,87.0,88.0,60.0,True
8638992,116,2023-06-13 10:39:08+00:00,51.0288255,3.7482457,38.0,42.0,331.0,265.0,1241.0,1263.0,80.0,78.0,82.0,81.0,5.0,True
8559493,155,2023-04-14 16:01:58+00:00,51.0174936,3.6763923,31.0,36.0,193.0,227.0,833.0,850.0,84.0,91.0,85.0,91.0,6.0,False
14502364,116,2023-03-20 07:37:02+00:00,51.0133519,3.7807361,56.0,57.0,0.0,3.0,0.0,0.0,73.0,71.0,75.0,73.0,4.0,True
10750409,155,2023-06-06 15:07:26+00:00,51.0358328,3.709893,38.0,37.0,182.0,207.0,810.0,802.0,87.0,87.0,85.0,87.0,2.0,False
151518,116,2023-06-16 15:42:44+00:00,50.8583337,3.8116758,55.0,47.0,320.0,289.0,1867.0,1900.0,90.0,85.0,91.0,87.0,57.0,True
14838329,155,2023-05-22 15:08:06+00:00,51.1799152,3.5763347,31.0,25.0,196.0,217.0,798.0,797.0,83.0,85.0,84.0,86.0,60.0,False
11137201,116,2023-08-30 13:54:07+00:00,50.9433047,4.0392696,25.0,35.0,224.0,175.0,798.0,799.0,79.0,77.0,76.0,73.0,44.0,False
6132618,175,2023-02-08 05:20:32+00:00,51.2035724,4.4285822,6.0,11.0,234.0,272.0,797.0,800.0,81.0,82.0,78.0,81.0,60.0,False
5440473,175,2023-02-03 06:57:52+00:00,51.2461664,5.5428567,21.0,13.0,231.0,282.0,805.0,807.0,82.0,81.0,81.0,80.0,59.0,False
1587829,116,2023-06-08 03:50:48+00:00,50.774037,3.8729664,28.0,31.0,220.0,172.0,810.0,794.0,79.0,77.0,77.0,74.0,54.0,False
14245084,155,2023-05-10 13:43:03+00:00,51.0412356,3.683916,20.0,26.0,289.0,300.0,802.0,800.0,64.0,67.0,65.0,66.0,12.0,False
2996268,155,2023-09-12 02:38:16+00:00,50.8552643,3.6063152,22.0,25.0,338.0,351.0,799.0,794.0,56.0,57.0,52.0,55.0,50.0,False
14582721,155,2023-04-06 15:47:10+00:00,51.1693675,3.5919422,40.0,41.0,165.0,196.0,801.0,804.0,88.0,87.0,87.0,89.0,60.0,False
13859484,175,2023-01-27 00:33:45+00:00,50.9363857,5.3073172,8.0,11.0,269.0,327.0,800.0,812.0,75.0,78.0,71.0,71.0,61.0,False
3020720,175,2023-02-12 06:41:49+00:00,51.0077529,5.347886,27.0,20.0,196.0,251.0,799.0,800.0,83.0,83.0,82.0,83.0,60.0,False
13992955,175,2023-08-18 05:04:02+00:00,51.1359194,4.5604151,26.0,30.0,213.0,258.0,800.0,801.0,82.0,82.0,83.0,82.0,60.0,False
14293888,155,2023-09-02 07:36:10+00:00,51.1066354,3.7031532,41.0,38.0,189.0,210.0,796.0,795.0,88.0,85.0,89.0,89.0,9.0,False
11964317,155,2023-05-02 09:12:15+00:00,51.0396317,3.6940132,18.0,29.0,217.0,238.0,798.0,800.0,81.0,81.0,82.0,83.0,57.0,False
15914370,175,2023-02-02 09:57:50+00:00,51.1751045,5.0261912,35.0,40.0,382.0,451.0,1930.0,1960.0,82.0,83.0,86.0,85.0,61.0,True
16284253,116,2023-08-16 09:42:56+00:00,51.0160748,3.7738365,31.0,30.0,248.0,193.0,793.0,802.0,75.0,73.0,67.0,66.0,22.0,False
7938079,116,2023-09-12 09:10:30+00:00,51.0225016,3.7611841,35.0,42.0,200.0,172.0,797.0,797.0,80.0,77.0,81.0,79.0,14.0,False
12642976,116,2023-02-07 08:59:13+00:00,51.1802173,3.5759253,15.0,31.0,196.0,169.0,803.0,800.0,78.0,77.0,82.0,82.0,58.0,False
1114292,155,2023-06-30 04:41:47+00:00,50.7552727,3.628186,36.0,34.0,162.0,193.0,799.0,805.0,85.0,86.0,85.0,88.0,6.0,False
12134888,155,2023-04-26 14:38:31+00:00,51.0381969,3.6973837,13.0,17.0,427.0,486.0,800.0,801.0,47.0,38.0,38.0,32.0,2.0,False
11678240,116,2023-03-27 17:34:58+00:00,50.7695757,3.8723646,7.0,6.0,0.0,24.0,0.0,0.0,7.0,5.0,8.0,5.0,52.0,True
11651469,155,2023-03-29 11:23:19+00:00,51.0132065,3.780883,17.0,17.0,0.0,13.0,0.0,0.0,21.0,26.0,16.0,17.0,62.0,True
888428,155,2023-06-01 11:31:58+00:00,50.9377454,3.7776781,38.0,42.0,172.0,196.0,792.0,799.0,92.0,92.0,95.0,97.0,60.0,False
14957308,175,2023-02-20 05:47:10+00:00,51.1749737,4.8924502,30.0,25.0,372.0,441.0,1496.0,1499.0,82.0,85.0,82.0,84.0,60.0,True
3423194,116,2023-01-25 07:07:20+00:00,50.8572913,3.609162,22.0,8.0,382.0,313.0,1561.0,1512.0,78.0,81.0,83.0,83.0,4.0,True
2087862,116,2023-08-29 05:38:46+00:00,50.8507326,4.0493727,39.0,41.0,186.0,286.0,1080.0,1494.0,82.0,84.0,90.0,89.0,10.0,True
4999042,116,2023-07-12 07:09:30+00:00,51.0401497,3.692803,32.0,32.0,234.0,186.0,803.0,811.0,78.0,76.0,80.0,77.0,45.0,False
1595361,116,2023-06-15 10:18:23+00:00,51.0356248,3.7107023,41.0,44.0,193.0,169.0,801.0,799.0,85.0,79.0,86.0,82.0,42.0,False
2553531,155,2023-06-06 04:53:05+00:00,50.8915051,4.0714112,26.0,20.0,345.0,365.0,1327.0,1296.0,81.0,81.0,82.0,85.0,60.0,True
5355779,175,2023-03-30 17:30:43+00:00,51.1896991,5.1101278,44.0,53.0,3.0,13.0,0.0,0.0,80.0,80.0,82.0,81.0,60.0,True
12383528,116,2023-07-19 19:51:24+00:00,50.8111019,3.8318452,45.0,48.0,317.0,258.0,1436.0,1442.0,91.0,86.0,93.0,90.0,56.0,True
4218059,116,2023-05-16 02:20:50+00:00,50.9495191,4.027102,12.0,13.0,431.0,376.0,805.0,800.0,47.0,43.0,38.0,35.0,48.0,False
4368705,175,2023-04-12 17:57:45+00:00,51.1907744,5.1148724,15.0,17.0,224.0,269.0,790.0,803.0,82.0,82.0,82.0,81.0,60.0,False
9003745,175,2023-05-08 03:29:23+00:00,51.1901663,5.1125999,17.0,17.0,331.0,372.0,807.0,801.0,63.0,66.0,56.0,55.0,61.0,False
5548048,116,2023-08-12 14:56:24+00:00,51.002135,3.6623914,41.0,45.0,345.0,300.0,1927.0,1914.0,87.0,85.0,93.0,92.0,56.0,True
688180,116,2023-02-07 07:00:17+00:00,50.955438,3.6292565,46.0,45.0,351.0,303.0,1724.0,1691.0,85.0,82.0,90.0,87.0,58.0,True
12547995,175,2023-02-12 08:55:50+00:00,50.930772,5.3277276,15.0,15.0,217.0,269.0,801.0,790.0,82.0,82.0,82.0,82.0,60.0,False
2883533,116,2023-07-20 12:16:37+00:00,51.0401413,3.6928025,34.0,38.0,224.0,182.0,814.0,807.0,78.0,76.0,81.0,76.0,38.0,False
